0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00,7.314292169324571660e+02,7.819161496159680382e+02,7.967052939211671401e+02,8.126240074343180595e+02,8.364724085130366120e+02,9.524330461286632499e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000000e+00,7.314382570521360094e+02,7.814723219494758268e+02,7.961348883916729164e+02,8.119173562440433898e+02,8.355634181458366356e+02,9.506403062821184449e+02
0.000000000000000000e+00,1.000000000000000021e-02,2.000000000000000000e+00,7.314382570521360094e+02,7.814723219494758268e+02,7.961348883916729164e+02,8.119173562440433898e+02,8.355634181458366356e+02,9.506403062821184449e+02
0.000000000000000000e+00,1.000000000000000021e-02,3.000000000000000000e+00,7.312979971800197063e+02,7.798649118135766685e+02,7.941184177093265362e+02,8.094605816797383113e+02,8.324520945627265291e+02,9.446677968116559896e+02
0.000000000000000000e+00,1.000000000000000021e-02,4.000000000000000000e+00,7.312840919577656678e+02,7.805194535800522999e+02,7.949602807692186843e+02,8.105040733087535045e+02,8.337951422348148753e+02,9.473256005290759276e+02
0.000000000000000000e+00,1.000000000000000021e-02,5.000000000000000000e+00,7.312840919577656678e+02,7.805194535800522999e+02,7.949602807692186843e+02,8.105040733087535045e+02,8.337951422348148753e+02,9.473256005290759276e+02
0.000000000000000000e+00,1.000000000000000021e-02,6.000000000000000000e+00,7.312979971800197063e+02,7.798649118135766685e+02,7.941184177093265362e+02,8.094605816797383113e+02,8.324520945627265291e+02,9.446677968116559896e+02
0.000000000000000000e+00,1.000000000000000021e-02,7.000000000000000000e+00,7.278733399608152013e+02,7.769602700010123044e+02,7.913947161076098382e+02,8.069316401885495225e+02,8.302031036011410379e+02,9.437982123518858089e+02
0.000000000000000000e+00,1.000000000000000021e-02,8.000000000000000000e+00,7.282691949680315702e+02,7.773561250082286733e+02,7.917864813463253313e+02,8.073190032893348871e+02,8.305850219914091213e+02,9.441387341289338337e+02
0.000000000000000000e+00,1.000000000000000021e-02,9.000000000000000000e+00,7.278733399608152013e+02,7.769602700010123044e+02,7.913947161076098382e+02,8.069316401885495225e+02,8.302031036011410379e+02,9.437982123518858089e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000000e+01,7.282902627853050035e+02,7.783243276826448209e+02,7.930198965956492430e+02,8.088378875903441667e+02,8.325278828489921352e+02,9.479371573374382933e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.100000000000000000e+01,7.277651068291289675e+02,7.763320214626859297e+02,7.906216048793952496e+02,8.060026019092840670e+02,8.290421808945657176e+02,9.416239419823543813e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.200000000000000000e+01,7.281749999442513399e+02,7.774103615665379721e+02,7.918833220638719013e+02,8.074617021979552192e+02,8.307955669860123180e+02,9.446509599717068113e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.300000000000000000e+01,7.277718044801392807e+02,7.765997365556700061e+02,7.909625427357914305e+02,8.064223551568444464e+02,8.295790149830108930e+02,9.426747860756488535e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.400000000000000000e+01,7.281687067798638964e+02,7.769966388553946217e+02,7.913553633138559462e+02,8.068107822584233872e+02,8.299620073683792043e+02,9.430164087081938078e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.500000000000000000e+01,7.277718044801392807e+02,7.765997365556700061e+02,7.909625427357914305e+02,8.064223551568444464e+02,8.295790149830108930e+02,9.426747860756488535e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.600000000000000000e+01,7.281749999442513399e+02,7.774103615665379721e+02,7.918833220638719013e+02,8.074617021979552192e+02,8.307955669860123180e+02,9.446509599717068113e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.700000000000000000e+01,7.277651068291288539e+02,7.763320214626858160e+02,7.906216048793951359e+02,8.060026019092839533e+02,8.290421808945656039e+02,9.416239419823542676e+02
0.000000000000000000e+00,1.000000000000000021e-02,1.800000000000000000e+01,7.282902627853047761e+02,7.783243276826445936e+02,7.930198965956490156e+02,8.088378875903439393e+02,8.325278828489919078e+02,9.479371573374380660e+02
0.000000000000000000e+00,2.000000000000000042e-02,0.000000000000000000e+00,7.460635657156194611e+02,7.962614305972518878e+02,8.109008142061576336e+02,8.266583285606128584e+02,8.503069158567847126e+02,9.647643606871815791e+02
0.000000000000000000e+00,2.000000000000000042e-02,1.000000000000000000e+00,7.459944393611897340e+02,7.957420293948339349e+02,8.102568177464977452e+02,8.258802204739242825e+02,8.493290606721980112e+02,9.629193412959712077e+02
0.000000000000000000e+00,2.000000000000000042e-02,2.000000000000000000e+00,7.459944393611897340e+02,7.957420293948339349e+02,8.102568177464977452e+02,8.258802204739242825e+02,8.493290606721980112e+02,9.629193412959712077e+02
0.000000000000000000e+00,2.000000000000000042e-02,3.000000000000000000e+00,7.457274775705454886e+02,7.940163176507294338e+02,8.081271001204316917e+02,8.233156396968973922e+02,8.461165153743232850e+02,9.568859377946226914e+02
0.000000000000000000e+00,2.000000000000000042e-02,4.000000000000000000e+00,7.456965446039029075e+02,7.946500044151197244e+02,8.089465498233574863e+02,8.243350405896204620e+02,8.474334716873908064e+02,9.595067056955589351e+02
0.000000000000000000e+00,2.000000000000000042e-02,5.000000000000000000e+00,7.456965446039029075e+02,7.946500044151197244e+02,8.089465498233574863e+02,8.243350405896204620e+02,8.474334716873908064e+02,9.595067056955589351e+02
0.000000000000000000e+00,2.000000000000000042e-02,6.000000000000000000e+00,7.457274775705456022e+02,7.940163176507295475e+02,8.081271001204318054e+02,8.233156396968975059e+02,8.461165153743233986e+02,9.568859377946228051e+02
0.000000000000000000e+00,2.000000000000000042e-02,7.000000000000000000e+00,7.389328444342937701e+02,7.877387225227585077e+02,8.020626240037937578e+02,8.174805602522781101e+02,8.406046333023723491e+02,9.530816293762769646e+02
0.000000000000000000e+00,2.000000000000000042e-02,8.000000000000000000e+00,7.399635009488509922e+02,7.887693790373157299e+02,8.030827977207619597e+02,8.184894505137473288e+02,8.415995227415507998e+02,9.539705787134751063e+02
0.000000000000000000e+00,2.000000000000000042e-02,9.000000000000000000e+00,7.389372427659164941e+02,7.877431208543812318e+02,8.020669775677490634e+02,8.174848656292890610e+02,8.406088788965440699e+02,9.530854225113257598e+02
0.000000000000000000e+00,2.000000000000000042e-02,1.000000000000000000e+01,7.399969598552974048e+02,7.897445498889416058e+02,8.043210880401783243e+02,8.200109569098381144e+02,8.435423062035062003e+02,9.577534226037166718e+02
0.000000000000000000e+00,2.000000000000000042e-02,1.100000000000000000e+01,7.387276458045171239e+02,7.870164858847010692e+02,8.011975096135689682e+02,8.164616553548261209e+02,8.393564502545664254e+02,9.508372855849129337e+02
0.000000000000000000e+00,2.000000000000000042e-02,1.200000000000000000e+01,7.397768352403985546e+02,7.887302950516153714e+02,8.030869357433840605e+02,8.185401117667706785e+02,8.417188746398298917e+02,9.543987084650450470e+02
0.000000000000000000e+00,2.000000000000000042e-02,1.300000000000000000e+01,7.387352557167840814e+02,7.872836187584060781e+02,8.015373473834620199e+02,8.168797510948583067e+02,8.398909595047814491e+02,9.518820017422131059e+02
0.000000000000000000e+00,2.000000000000000042e-02,1.400000000000000000e+01,7.397658009400564652e+02,7.883141639816784618e+02,8.025574578386857638e+02,8.178886297925363351e+02,8.408859000899176408e+02,9.527713489381869749e+02
0.000000000000000000e+00,2.000000000000000042e-02,1.500000000000000000e+01,7.387370946915475542e+02,7.872854577331695509e+02,8.015391677242439528e+02,8.168815513784275026e+02,8.398927349019307940e+02,9.518835885610451442e+02
0.000000000000000000e+00,2.000000000000000042e-02,1.600000000000000000e+01,7.397754193882342406e+02,7.887288791994510575e+02,8.030855343243598554e+02,8.185387258832648740e+02,8.417175080332796142e+02,9.543974876070882374e+02
