0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00,7.315840721122979176e+02,7.314336679837480233e+02,7.313517893425347438e+02,7.314203148298712449e+02,7.313517893425347438e+02,7.314336679837480233e+02,7.313434565604643467e+02,7.314405515863278424e+02,7.313434565604643467e+02,7.314405515863278424e+02,7.313872424836415576e+02,7.312368383550917770e+02,7.311549597138784975e+02,7.312234852012149986e+02,7.312502432653789128e+02,7.312084758422062123e+02,7.312502432653789128e+02,7.312084758422062123e+02,7.312502432653789128e+02,7.312234852012149986e+02,7.311549597138784975e+02,7.312368383550917770e+02,7.313872424836415576e+02,7.314405515863278424e+02,7.251625683669763021e+02,7.251625683669763021e+02,7.288379030371413592e+02,7.252495173536592574e+02,7.252017788375165992e+02,7.287034903726730590e+02,7.251284561845675398e+02,7.251524181387867429e+02,7.287709577003722643e+02,7.251150152431293918e+02,7.251150152431293918e+02,7.287709577003722643e+02,7.251524181387867429e+02,7.251284561845675398e+02,7.287034903726730590e+02,7.252017788375165992e+02,7.252495173536592574e+02,7.288379030371413592e+02
0.000000000000000000e+00,2.000000000000000042e-02,0.000000000000000000e+00,7.463527180299066686e+02,7.460778703593784940e+02,7.459175438529108533e+02,7.460378478392227635e+02,7.459175438529108533e+02,7.460778703593784940e+02,7.456443517521903459e+02,7.460882821247448646e+02,7.456443517521903459e+02,7.458195162904889912e+02,7.459838976104200583e+02,7.454365180647575926e+02,7.452800081160613672e+02,7.456690274197362669e+02,7.454543077599944354e+02,7.453791183862684875e+02,7.457214223652759983e+02,7.453791183862684875e+02,7.454543077599944354e+02,7.456690274197362669e+02,7.452800081160613672e+02,7.454365180647575926e+02,7.459838976104200583e+02,7.458195162904889912e+02,7.340208426335198055e+02,7.342485040757975412e+02,7.395074104218518869e+02,7.341862813448445877e+02,7.343082700992309810e+02,7.392618160804918261e+02,7.339500849446271786e+02,7.342216938197693707e+02,7.393578393456081130e+02,7.339251520527838011e+02,7.341516122822308716e+02,7.393676243348105572e+02,7.339960661632409256e+02,7.341700491924987091e+02,7.392809980543682968e+02,7.340943204729614990e+02,7.344115139709527966e+02,7.394846636563701168e+02
0.000000000000000000e+00,2.999999999999999889e-02,0.000000000000000000e+00,7.611284631316121931e+02,7.607445289374927597e+02,7.605061221792574315e+02,7.606673096631659519e+02,7.605061221792574315e+02,7.607445289374927597e+02,7.597521865696784289e+02,7.607343597822624588e+02,7.597619312948136212e+02,7.599935133549668080e+02,7.605790592686518039e+02,7.594536090573923275e+02,7.592164273509922623e+02,7.601181366305240772e+02,7.594691838585375763e+02,7.593561755314105994e+02,7.601956607621900730e+02,7.593658688403343149e+02,7.594595261867167437e+02,7.601181366305240772e+02,7.592258426086382315e+02,7.594444512470932978e+02,7.605790592686518039e+02,7.600031541180707109e+02,7.430806448565582514e+02,7.436050787744256922e+02,7.494907976436129502e+02,7.433194152651153672e+02,7.436725050728103952e+02,7.491424689306420532e+02,7.429701733576068818e+02,7.435540360446167369e+02,7.492486494118915061e+02,7.429343454178304000e+02,7.434548442537632127e+02,7.492730104651101328e+02,7.430362935293344435e+02,7.434754088179669225e+02,7.491919216397126320e+02,7.431862070879956264e+02,7.438359424534182835e+02,7.494339754989632638e+02
0.000000000000000000e+00,4.000000000000000083e-02,0.000000000000000000e+00,7.759122832148283351e+02,7.754320948299857719e+02,7.751163325578816057e+02,7.753093094990990721e+02,7.751163325578816057e+02,7.754320948299857719e+02,7.736912611985331978e+02,7.753633969106539325e+02,7.737218410804815676e+02,7.739886147569324066e+02,7.751574966487555685e+02,7.733138115783143576e+02,7.729885950594598398e+02,7.745553839159128984e+02,7.733216237153559405e+02,7.731643653043706763e+02,7.746571459785349134e+02,7.731947308938639480e+02,7.732914089035376719e+02,7.745553736651379495e+02,7.730180847643963489e+02,7.732853693282605718e+02,7.751575170709957092e+02,7.740187605344481199e+02,7.523214984053821581e+02,7.531440257855728078e+02,7.591574006191025319e+02,7.526279890677258209e+02,7.532083464929328329e+02,7.587110560886234225e+02,7.521684994227545076e+02,7.530610735414310284e+02,7.588171717998250188e+02,7.521221163747526361e+02,7.529364495497170537e+02,7.588583511400920543e+02,7.522526491308044569e+02,7.529586681997948290e+02,7.587980351035437252e+02,7.524571834790178855e+02,7.534342541686925188e+02,7.590609825231985042e+02
0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00,7.907042248833756730e+02,7.901385272534253090e+02,7.897464088268546902e+02,7.899635846813104081e+02,7.897464083926697640e+02,7.901385281184359428e+02,7.874824919163977484e+02,7.899640146101504570e+02,7.875432149528126047e+02,7.878272082660805609e+02,7.897079390472168825e+02,7.870363336726936723e+02,7.866174374444560726e+02,7.889693128807675748e+02,7.870316682616916069e+02,7.868249296888870958e+02,7.890941438378657722e+02,7.868851109613583503e+02,7.869718782254935832e+02,7.889692732197004261e+02,7.866758915407741597e+02,7.869805132313404101e+02,7.897080290295509712e+02,7.878868367024833788e+02,7.617260339461239482e+02,7.628172057043142331e+02,7.687108385660478689e+02,7.620943315829936182e+02,7.628692363507102527e+02,7.681693992937903204e+02,7.615277442891714372e+02,7.626949615668622755e+02,7.682697856736587028e+02,7.614710807343150236e+02,7.625484545685487774e+02,7.683285444672383164e+02,7.616279249133365283e+02,7.625732053220764328e+02,7.682989145496007950e+02,7.618898288255876423e+02,7.631585692184967229e+02,7.685728508976344528e+02
0.000000000000000000e+00,6.000000000000000472e-02,0.000000000000000000e+00,8.055036476772713741e+02,8.048614586949679506e+02,8.043941919977028192e+02,8.046292317629852278e+02,8.043941899727924465e+02,8.048614632491122620e+02,8.011438388775475232e+02,8.045279013867925642e+02,8.012412061229485971e+02,8.015284781051331038e+02,8.042221470416976672e+02,8.006364044216124967e+02,8.001208677151047368e+02,8.033515063868417201e+02,8.006152272426926402e+02,8.003560795058571102e+02,8.034980436092024547e+02,8.004523738641477166e+02,8.005197336817872156e+02,8.033514150759000358e+02,8.002144496992358427e+02,8.005480746090014463e+02,8.042223871684271899e+02,8.016236894749628163e+02,7.712795292767718820e+02,7.725985946573136971e+02,7.782612652939358213e+02,7.717035449729019092e+02,7.726304040089568161e+02,7.776268309503986984e+02,7.710331580146508941e+02,7.724301815694318520e+02,7.777183854131295675e+02,7.709665101090199641e+02,7.722650914629949739e+02,7.777946645821947413e+02,7.711476387826421615e+02,7.722940172893007684e+02,7.778025331764100656e+02,7.714692681870866409e+02,7.729834109574076138e+02,7.780819394971425709e+02
0.000000000000000000e+00,7.000000000000000666e-02,0.000000000000000000e+00,8.203094112349075431e+02,8.195983187870649544e+02,8.190572672242329872e+02,8.193048847672426973e+02,8.190572617705465746e+02,8.195983328792941620e+02,8.146907330634070377e+02,8.190491199811598335e+02,8.148284194578216102e+02,8.151088749578223087e+02,8.186942285490576978e+02,8.141266984396879707e+02,8.135142245031670427e+02,8.176959004437169369e+02,8.140855449953515972e+02,8.137734359018744499e+02,8.178626542253405205e+02,8.139092922105302250e+02,8.139511081438020028e+02,8.176957394511520079e+02,8.136463910210926542e+02,8.140036378357651756e+02,8.186947307031805394e+02,8.152429111523491656e+02,7.809694788685825415e+02,7.824741836213991064e+02,7.878664244858092616e+02,7.814430530694884283e+02,7.824788829244300814e+02,7.871407542880551773e+02,7.806721935370622987e+02,7.822533298142510603e+02,7.872218315145245242e+02,7.805959109600967167e+02,7.820726568553396874e+02,7.873151551812196658e+02,7.807995715994528609e+02,7.821078271410148091e+02,7.873654362695911004e+02,7.811828297345446117e+02,7.828954580518382045e+02,7.876473863795623629e+02
0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00,8.351200210188981146e+02,8.343464279563330592e+02,8.337330679529925419e+02,8.339888537466681555e+02,8.337330569424677833e+02,8.343464613926199718e+02,8.281364667028765325e+02,8.335235839755389406e+02,8.283157262917352455e+02,8.285825417312403260e+02,8.331201223672655942e+02,8.275181479464755512e+02,8.268106731043885702e+02,8.319982668143189812e+02,8.274540390382700252e+02,8.270904329267549429e+02,8.321836725164498603e+02,8.272668734538777926e+02,8.272798815841442774e+02,8.319980295048522976e+02,8.269826002220049759e+02,8.273605849726735642e+02,8.331210282061957741e+02,8.287562281444018026e+02,7.907852154101511815e+02,7.924363576185518241e+02,7.975549174840991782e+02,7.913022044690751500e+02,7.924079536743869312e+02,7.967396573371936483e+02,7.904341590516363567e+02,7.921574319006230098e+02,7.968094534746036288e+02,7.903486494940295870e+02,7.919638667131517877e+02,7.969191718682237706e+02,7.905733690269948966e+02,7.920075753922922104e+02,7.970155429691610607e+02,7.910197082334058223e+02,7.928878381187558944e+02,7.972986855631149865e+02
0.000000000000000000e+00,8.999999999999999667e-02,0.000000000000000000e+00,8.499337421666575665e+02,8.491030684011446965e+02,8.484189553534010884e+02,8.486792328858651899e+02,8.484189370582698757e+02,8.491031357153747194e+02,8.414925341059247330e+02,8.479486545009154952e+02,8.417127339976758549e+02,8.419616835341328169e+02,8.474972001576992398e+02,8.408204119371330307e+02,8.400215558630368378e+02,8.462558147076756541e+02,8.407307870329509569e+02,8.403186684220503366e+02,8.464582732822922253e+02,8.405348383189857486e+02,8.405180409210336165e+02,8.462555121845110762e+02,8.402326826780199553e+02,8.406304497101989455e+02,8.474986790446287159e+02,8.421739953503691822e+02,8.007175884128304233e+02,8.024808016188119382e+02,8.073393435128201645e+02,8.012719349153875328e+02,8.024140857453151057e+02,8.064361252058872651e+02,8.003099093438851241e+02,8.021388112334290099e+02,8.064943309405277887e+02,8.002156304183265547e+02,8.019347470560791180e+02,8.066197640425954205e+02,8.004602074373987080e+02,8.019893876263979564e+02,8.067650410266764993e+02,8.009706609632221443e+02,8.029569840257120177e+02,8.070490089800057376e+02
0.000000000000000000e+00,9.999999999999999167e-02,0.000000000000000000e+00,8.647486884367489210e+02,8.638655377296100824e+02,8.631122787771963658e+02,8.633739848483876358e+02,8.631122527802676814e+02,8.638656588019929359e+02,8.547689212944794690e+02,8.623228246332992057e+02,8.550280634867622211e+02,8.552568814039190102e+02,8.618239548817753075e+02,8.540421542724438950e+02,8.531566898932845788e+02,8.604668792464358376e+02,8.539248173554575487e+02,8.534682019032912876e+02,8.606847884126934787e+02,8.537219047169548958e+02,8.536759853157576572e+02,8.604665455432824501e+02,8.534052424664853334e+02,8.538232183443969916e+02,8.618262017227216347e+02,8.555054922867415144e+02,8.107586968514939372e+02,8.126048237773743494e+02,8.172236841889287007e+02,8.113444857316044363e+02,8.124952820840705954e+02,8.162341617934245050e+02,8.102915816279122510e+02,8.121953910297152106e+02,8.162807638770731273e+02,8.101890281121250155e+02,8.119829473153589561e+02,8.164212839957237975e+02,8.104525178657161177e+02,8.120509324577552661e+02,8.166176428608993092e+02,8.110277447005603335e+02,8.131009286402003227e+02,8.169026996930730320e+02
